id,strain,mouse.id,dam,sire,sex,dob,date.2wk,date.3wk,date.6wk,date.9wk,sac.date,age.sac,ls,seq,mtw,tissue,recombinat,sac,gfp,rfp,mfp,ffp,tf
a159,2DA,2DFA-02-69-03,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,7,.,.,0,nr,27.5,0.42,0.079,0.271,0.422,1.192
a160,2DA,2DFA-02-69-06,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,7,.,.,0,nr,37.6,0.444,0.087,0.311,0.349,1.191
a161,2DA,2DFA-02-69-07,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,7,.,.,0,nr,32.6,0.329,0.071,0.225,0.342,0.967
a162,2DA,2DFA-02-70-01,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,nr,30.5,0.38,0.073,0.351,0.34,1.144
a163,2DA,2DFA-02-70-02,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,R,25.7,0.295,0.058,0.203,0.377,0.933
a164,2DA,2DFA-02-70-03,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,nr,25.6,0.365,0.062,0.248,0.391,1.066
a165,2DA,2DFA-02-70-04,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,R,27.5,0.341,0.075,0.171,0.375,0.962
a166,2DA,2DFA-02-70-05,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,R,33.2,0.621,0.122,0.395,0.472,1.61
a167,2DA,2DFA-02-70-06,.,.,0,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,R,32,0.399,0.095,0.353,0.387,1.234
a168,2DA,2DFA-02-70-07,.,.,1,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,nr,38.9,0.62,0.189,0.358,0.521,1.688
a169,2DA,2DFA-02-70-08,.,.,1,17-Nov-04,.,.,.,.,18-Jan-05,62,8,.,.,0,nr,38.7,0.604,0.154,0.353,0.437,1.548
a170,2DA,2DFA-02-71-01,.,.,0,19-Nov-04,.,.,.,.,25-Jan-05,67,1,.,.,0,R,25.4,0.336,0.048,0.224,0.306,0.914
a171,2DA,2DFA-02-72-01,.,.,0,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,29.8,0.495,0.091,0.383,0.467,1.436
a172,2DA,2DFA-02-72-02,.,.,0,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,24.4,0.303,0.06,0.245,0.379,0.987
a173,2DA,2DFA-02-72-03,.,.,0,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,27.7,0.553,0.115,0.357,0.476,1.501
a174,2DA,2DFA-02-72-04,.,.,0,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,26.9,0.422,0.078,0.3,0.462,1.262
a175,2DA,2DFA-02-72-05,.,.,1,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,40.2,0.387,0.065,0.292,0.379,1.123
a176,2DA,2DFA-02-72-06,.,.,1,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,42.4,0.409,0.093,0.242,0.413,1.157
a177,2DA,2DFA-02-72-07,.,.,1,22-Nov-04,.,.,.,.,25-Jan-05,64,7,.,.,0,nr,40.8,0.502,0.107,0.311,0.369,1.289
a178,2DA,2DFA-02-73-01,.,.,0,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,28.7,0.396,0.067,0.247,0.434,1.144
a179,2DA,2DFA-02-73-02,.,.,0,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,26.6,0.714,0.165,0.353,0.646,1.878
a180,2DA,2DFA-02-73-03,.,.,0,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,26.7,0.592,0.114,0.296,0.59,1.592
a181,2DA,2DFA-02-73-04,.,.,1,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,39.3,0.508,0.132,0.282,0.439,1.361
a182,2DA,2DFA-02-73-05,.,.,1,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,33.8,0.422,0.101,0.303,0.368,1.194
a183,2DA,2DFA-02-73-06,.,.,1,23-Nov-04,.,.,.,.,25-Jan-05,63,6,.,.,0,nr,41.6,0.613,0.139,0.341,0.446,1.539
a184,2DA,2DFA-02-74-01,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,26.1,0.326,0.058,0.241,0.313,0.938
a185,2DA,2DFA-02-74-02,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,26.6,0.407,0.076,0.221,0.377,1.081
a186,2DA,2DFA-02-74-03,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,30.2,0.487,0.083,0.316,0.461,1.347
a187,2DA,2DFA-02-74-04,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,25.9,0.318,0.064,0.212,0.36,0.954
a188,2DA,2DFA-02-74-05,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,28.1,0.365,0.065,0.25,0.367,1.047
a189,2DA,2DFA-02-74-06,.,.,0,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,27.9,0.465,0.108,0.327,0.449,1.349
a190,2DA,2DFA-02-74-07,.,.,1,02-Dec-04,.,.,.,.,01-Feb-05,61,7,.,.,0,nr,37,0.582,0.149,0.363,0.386,1.48
a191,2DA,2DFA-02-75-01,.,.,0,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,28,0.362,0.069,0.313,0.421,1.165
a192,2DA,2DFA-02-75-02,.,.,0,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,26.8,0.471,0.122,0.319,0.492,1.404
a193,2DA,2DFA-02-75-03,.,.,0,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,28.7,0.453,0.112,0.329,0.448,1.342
a194,2DA,2DFA-02-75-04,.,.,1,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,39.1,0.432,0.095,0.29,0.363,1.18
a195,2DA,2DFA-02-75-05,.,.,1,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,38.9,0.372,0.084,0.262,0.381,1.099
a196,2DA,2DFA-02-75-06,.,.,1,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,40.5,0.335,0.065,0.231,0.323,0.954
a197,2DA,2DFA-02-75-07,.,.,1,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,37.7,0.447,0.098,0.285,0.388,1.218
a198,2DA,2DFA-02-75-08,.,.,1,05-Dec-04,.,.,.,.,09-Feb-05,66,8,.,.,0,nr,37.7,0.396,0.087,0.28,0.381,1.144
a199,2DA,2DFA-02-76-01,.,.,0,10-Dec-04,.,.,.,.,14-Feb-05,66,4,.,.,0,R,28.8,0.507,0.096,0.285,0.431,1.319
a200,2DA,2DFA-02-76-02,.,.,0,10-Dec-04,.,.,.,.,14-Feb-05,66,4,.,.,0,nr,27.2,0.337,0.064,0.23,0.381,1.012
a201,2DA,2DFA-02-76-03,.,.,1,10-Dec-04,.,.,.,.,14-Feb-05,66,4,.,.,0,nr,40.3,0.405,0.065,0.292,0.388,1.15
a202,2DA,2DFA-02-76-04,.,.,1,10-Dec-04,.,.,.,.,14-Feb-05,66,4,.,.,0,nr,36.4,0.31,0.075,0.182,0.35,0.917
a203,2DA,2DFA-02-77-01,.,.,0,13-Dec-04,.,.,.,.,16-Feb-05,65,2,.,.,0,nr,28.2,0.327,0.05,0.177,0.347,0.901
a204,2DA,2DFA-02-77-02,.,.,0,13-Dec-04,.,.,.,.,16-Feb-05,65,2,.,.,0,nr,26.8,0.368,0.061,0.222,0.398,1.049
a205,2DA,2DFA-02-78-01,.,.,0,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,nr,29.5,0.417,0.078,0.346,0.426,1.267
a206,2DA,2DFA-02-78-02,.,.,0,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,nr,28.7,0.373,0.075,0.259,0.348,1.055
a207,2DA,2DFA-02-78-03,.,.,0,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,nr,32,0.586,0.107,0.309,0.418,1.42
a208,2DA,2DFA-02-78-04,.,.,1,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,nr,47.1,0.6,0.114,0.326,0.433,1.473
a209,2DA,2DFA-02-78-05,.,.,1,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,nr,44.7,0.495,0.112,0.323,0.428,1.358
a210,2DA,2DFA-02-78-06,.,.,1,13-Dec-04,.,.,.,.,16-Feb-05,65,6,.,.,0,R,42.2,0.398,0.077,0.278,0.315,1.068
a211,2DA,2DFA-02-79-01,.,.,0,17-Dec-04,.,.,.,.,22-Feb-05,67,3,.,.,0,nr,30.2,0.364,0.086,0.31,0.403,1.163
a212,2DA,2DFA-02-79-02,.,.,1,17-Dec-04,.,.,.,.,22-Feb-05,67,3,.,.,0,nr,41.9,0.122,0.122,0.314,0.472,1.03
a213,2DA,2DFA-02-79-03,.,.,1,17-Dec-04,.,.,.,.,22-Feb-05,67,3,.,.,0,nr,38.3,0.102,0.102,0.242,0.408,0.854
a214,2DA,2DFA-02-80-01,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,30.5,0.425,0.091,0.305,0.44,1.261
a215,2DA,2DFA-02-80-02,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,29.1,0.491,0.104,0.286,0.409,1.29
a216,2DA,2DFA-02-80-03,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,27.9,0.4,0.068,0.309,0.397,1.174
a217,2DA,2DFA-02-80-04,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,31.6,0.573,0.127,0.403,0.515,1.618
a218,2DA,2DFA-02-80-06,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,38.5,0.61,0.15,0.35,0.461,1.571
a219,2DA,2DFA-02-80-07,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,7,.,.,0,nr,33.9,0.493,0.116,0.278,0.392,1.279
a220,2DA,2DFA-02-81-01,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,26.8,0.343,0.062,0.214,0.336,0.955
a221,2DA,2DFA-02-81-02,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,23.7,0.238,0.038,0.179,0.31,0.765
a222,2DA,2DFA-02-81-03,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,26,0.322,0.042,0.18,0.321,0.865
a223,2DA,2DFA-02-81-04,.,.,0,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,27.3,0.309,0.064,0.251,0.356,0.98
a224,2DA,2DFA-02-81-05,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,34,0.457,0.11,0.276,0.369,1.212
a225,2DA,2DFA-02-81-06,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,37.5,0.419,0.071,0.209,0.352,1.051
a226,2DA,2DFA-02-81-07,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,35.5,0.434,0.097,0.264,0.384,1.179
a227,2DA,2DFA-02-81-08,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,34.9,0.447,0.093,0.256,0.377,1.173
a228,2DA,2DFA-02-81-09,.,.,1,22-Dec-04,.,.,.,.,23-Feb-05,63,9,.,.,0,nr,39.9,0.408,0.081,0.24,0.376,1.105
a229,2DA,2DFA-02-82-01,.,.,0,27-Dec-04,.,.,.,.,01-Mar-05,64,5,.,.,0,nr,23.5,0.234,0.041,0.17,0.264,0.709
a230,2DA,2DFA-02-82-02,.,.,0,27-Dec-04,.,.,.,.,01-Mar-05,64,5,.,.,0,nr,26.9,0.308,0.064,0.188,0.386,0.946
a231,2DA,2DFA-02-82-03,.,.,0,27-Dec-04,.,.,.,.,01-Mar-05,64,5,.,.,0,nr,26,0.353,0.055,0.2,0.354,0.962
a232,2DA,2DFA-02-82-04,.,.,0,27-Dec-04,.,.,.,.,01-Mar-05,64,5,.,.,0,nr,25.6,0.323,0.05,0.179,0.323,0.875
a233,2DA,2DFA-02-82-05,.,.,1,27-Dec-04,.,.,.,.,01-Mar-05,64,5,.,.,0,R,32.3,0.339,0.076,0.249,0.333,0.997
c1,2DC,2DFC(F2)-01-01-01,2DFC-05-03-05,2DFC-05-03-07,0,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,27.1,0.35,0.065,0.237,0.354,1.006
c2,2DC,2DFC(F2)-01-01-02,2DFC-05-03-05,2DFC-05-03-07,0,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,28.3,0.361,0.059,0.244,0.323,0.987
c3,2DC,2DFC(F2)-01-01-03,2DFC-05-03-05,2DFC-05-03-07,0,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,nr,27.3,0.423,0.065,0.204,0.4,1.092
c4,2DC,2DFC(F2)-01-01-04,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,38.1,0.42,0.079,0.28,0.349,1.128
c5,2DC,2DFC(F2)-01-01-05,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,nr,36.3,0.393,0.09,0.296,0.358,1.137
c6,2DC,2DFC(F2)-01-01-06,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,37.1,0.354,0.051,0.271,0.319,0.995
c7,2DC,2DFC(F2)-01-01-07,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,37.5,0.379,0.09,0.312,0.458,1.239
c8,2DC,2DFC(F2)-01-01-08,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,nr,35.4,0.405,0.078,0.269,0.33,1.082
c9,2DC,2DFC(F2)-01-01-09,2DFC-05-03-05,2DFC-05-03-07,1,30-Jan-06,13-Feb-06,20-Feb-06,13-Mar-06,03-Apr-06,03-Apr-06,63,10,1,27.4,0,R,38,0.517,0.064,0.297,0.431,1.309
c10,2DC,2DFC(F2)-01-02-01,2DFC-05-03-01,2DFC-05-03-07,0,03-Feb-06,17-Feb-06,24-Feb-06,17-Mar-06,06-Apr-06,06-Apr-06,62,3,1,25.4,1,nr,26.7,0.371,0.056,0.224,0.334,0.985
c11,2DC,2DFC(F2)-01-02-02,2DFC-05-03-01,2DFC-05-03-07,0,03-Feb-06,17-Feb-06,24-Feb-06,17-Mar-06,06-Apr-06,06-Apr-06,62,3,1,25.4,1,nr,25.7,0.353,0.051,0.202,0.346,0.952
c12,2DC,2DFC(F2)-01-02-03,2DFC-05-03-01,2DFC-05-03-07,1,03-Feb-06,17-Feb-06,24-Feb-06,17-Mar-06,06-Apr-06,06-Apr-06,62,3,1,25.4,1,nr,33.2,0.338,0.085,0.221,0.362,1.006
c13,2DC,2DFC(F2)-01-03-01,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,27.1,0.358,0.05,0.234,0.336,0.978
c14,2DC,2DFC(F2)-01-03-02,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,28.2,0.513,0.083,0.29,0.435,1.321
c15,2DC,2DFC(F2)-01-03-03,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,29,0.468,0.061,0.235,0.437,1.201
c16,2DC,2DFC(F2)-01-03-04,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,28.5,0.354,0.061,0.21,0.421,1.046
c17,2DC,2DFC(F2)-01-03-05,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,28.5,0.493,0.11,0.286,0.463,1.352
c18,2DC,2DFC(F2)-01-03-06,2DFC-05-03-04,2DFC-05-03-07,0,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,29.4,0.54,0.078,0.33,0.413,1.361
c19,2DC,2DFC(F2)-01-03-07,2DFC-05-03-04,2DFC-05-03-07,1,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,36.9,0.482,0.119,0.339,0.43,1.37
c20,2DC,2DFC(F2)-01-03-08,2DFC-05-03-04,2DFC-05-03-07,1,06-Feb-06,20-Feb-06,27-Feb-06,20-Mar-06,10-Apr-06,11-Apr-06,64,8,1,27.8,1,nr,32.9,0.388,0.093,0.293,0.341,1.115
c21,2DC,2DFC(F2)-01-04-01,2DFC-05-03-02,2DFC-05-03-07,0,13-Mar-06,27-Mar-06,03-Apr-06,24-Apr-06,15-May-06,16-May-06,64,4,2,31,1,nr,26.6,0.442,0.074,0.279,0.453,1.248
c22,2DC,2DFC(F2)-01-04-02,2DFC-05-03-02,2DFC-05-03-07,0,13-Mar-06,27-Mar-06,03-Apr-06,24-Apr-06,15-May-06,16-May-06,64,4,2,31,1,nr,27.7,0.409,0.068,0.257,0.362,1.096
c23,2DC,2DFC(F2)-01-04-03,2DFC-05-03-02,2DFC-05-03-07,1,13-Mar-06,27-Mar-06,03-Apr-06,24-Apr-06,15-May-06,16-May-06,64,4,2,31,1,nr,37,0.313,0.062,0.237,0.313,0.925
c24,2DC,2DFC(F2)-01-04-04,2DFC-05-03-02,2DFC-05-03-07,1,13-Mar-06,27-Mar-06,03-Apr-06,24-Apr-06,15-May-06,16-May-06,64,4,2,31,1,nr,36.6,0.241,0.043,0.222,0.274,0.78
c25,2DC,2DFC(F2)-01-05-01,2DFC-05-03-05,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,0,R,27.1,0.383,0.057,0.205,0.313,0.958
c26,2DC,2DFC(F2)-01-05-02,2DFC-05-03-05,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,1,nr,26.4,0.464,0.076,0.272,0.405,1.217
c27,2DC,2DFC(F2)-01-05-03,2DFC-05-03-05,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,0,R,27.9,0.431,0.069,0.265,0.412,1.177
c29,2DC,2DFC(F2)-01-05-05,2DFC-05-03-05,2DFC-05-03-07,1,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,0,R,40.5,0.407,0.075,0.234,0.371,1.087
c30,2DC,2DFC(F2)-01-05-06,2DFC-05-03-05,2DFC-05-03-07,1,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,1,nr,38.6,0.422,0.083,0.278,0.389,1.172
c31,2DC,2DFC(F2)-01-05-07,2DFC-05-03-05,2DFC-05-03-07,1,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,7,2,38.3,1,nr,41.5,0.472,0.102,0.267,0.413,1.254
c32,2DC,2DFC(F2)-01-06-01,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,0,R,26.5,0.319,0.051,0.211,0.426,1.007
c33,2DC,2DFC(F2)-01-06-02,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,27.6,0.368,0.052,0.206,0.291,0.917
c34,2DC,2DFC(F2)-01-06-03,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,28.2,0.455,0.073,0.26,0.36,1.148
c35,2DC,2DFC(F2)-01-06-04,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,25.9,0.302,0.06,0.317,0.367,1.046
c36,2DC,2DFC(F2)-01-06-05,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,23.7,0.3,0.041,0.189,0.328,0.858
c37,2DC,2DFC(F2)-01-06-06,2DFC-05-03-01,2DFC-05-03-07,0,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,25.2,0.321,0.044,0.216,0.313,0.894
c38,2DC,2DFC(F2)-01-06-07,2DFC-05-03-01,2DFC-05-03-07,1,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,38.4,.,.,.,.,.
c39,2DC,2DFC(F2)-01-06-08,2DFC-05-03-01,2DFC-05-03-07,1,16-Mar-06,30-Mar-06,06-Apr-06,27-Apr-06,18-May-06,18-May-06,63,9,2,36.4,1,nr,39.6,0.42,0.068,0.253,0.332,1.073
c41,2DC,2DFC(F2)-01-07-01,2DFC-05-03-01,2DFC-05-03-07,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,3,1,24.9,0,nr,23.8,0.321,0.045,0.237,0.322,0.925
c42,2DC,2DFC(F2)-01-07-02,2DFC-05-03-01,2DFC-05-03-07,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,3,1,24.9,1,nr,27,0.352,0.056,0.212,0.382,1.002
c43,2DC,2DFC(F2)-01-07-03,2DFC-05-03-01,2DFC-05-03-07,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,3,1,24.9,0,nr,28.4,0.381,0.059,0.214,0.388,1.042
c44,2DC,2DFC(F2)-01-08-01,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,1,nr,26.6,0.301,0.056,0.217,0.316,0.89
c45,2DC,2DFC(F2)-01-08-02,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,0,nr,27,0.438,0.08,0.25,0.473,1.241
c46,2DC,2DFC(F2)-01-08-03,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,1,nr,28.9,0.475,0.098,0.274,0.481,1.328
c47,2DC,2DFC(F2)-01-08-04,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,0,R,31.3,0.633,0.094,0.316,0.548,1.591
c48,2DC,2DFC(F2)-01-08-05,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,1,nr,30.5,0.378,0.072,0.242,0.47,1.162
c49,2DC,2DFC(F2)-01-08-06,2DFC-05-06-01,2DFC-05-06-04,0,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,0,R,28.8,0.496,0.075,0.293,0.465,1.329
c50,2DC,2DFC(F2)-01-08-07,2DFC-05-06-01,2DFC-05-06-04,1,31-Mar-06,14-Apr-06,21-Apr-06,12-May-06,02-Jun-06,06-Jun-06,67,7,1,24.7,0,R,35.7,0.529,0.112,0.292,0.387,1.32
c51,2DC,2DFC(F2)-01-09-01,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,27,0.38,0.045,0.199,0.376,1
c52,2DC,2DFC(F2)-01-09-02,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,25.4,0.358,0.044,0.215,0.321,0.938
c53,2DC,2DFC(F2)-01-09-03,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,26.6,0.359,0.049,0.216,0.333,0.957
c54,2DC,2DFC(F2)-01-09-04,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,25.1,0.324,0.052,0.154,0.29,0.82
c55,2DC,2DFC(F2)-01-09-05,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,25.7,0.342,0.051,0.197,0.401,0.991
c56,2DC,2DFC(F2)-01-09-06,2DFC-05-03-04,2DFC-05-06-04,0,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,0,nr,30.3,.,.,.,.,.
c57,2DC,2DFC(F2)-01-09-07,2DFC-05-03-04,2DFC-05-06-04,1,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,0,nr,36.9,.,.,.,.,.
c58,2DC,2DFC(F2)-01-09-08,2DFC-05-03-04,2DFC-05-06-04,1,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,36.9,0.379,0.058,0.232,0.35,1.019
c59,2DC,2DFC(F2)-01-09-09,2DFC-05-03-04,2DFC-05-06-04,1,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,1,nr,33.3,0.282,0.046,0.167,0.306,0.801
c60,2DC,2DFC(F2)-01-09-10,2DFC-05-03-04,2DFC-05-06-04,1,07-Apr-06,21-Apr-06,28-Apr-06,19-May-06,08-Jun-06,08-Jun-06,62,10,2,40,0,nr,36.9,0.354,0.074,0.21,0.405,1.043
