id,strain,mouse.id,dam,sire,sex,dob,date.2wk,date.3wk,date.6wk,date.9wk,sac.date,age.sac,ls,seq,mtw,tissue,recombinat,sac,gfp,rfp,mfp,ffp,tf
e7,2DE,2DFE(F2)-01-01-07,2DFE-05-01-01,2DFE-05-06-06,1,26-Mar-06,09-Apr-06,16-Apr-06,07-May-06,28-May-06,30-May-06,65,7,1,25.9,1,nr,40.1,.,.,.,.,.
e8,2DE,2DFE(F2)-01-02-01,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,0,R,28.3,0.381,0.062,0.264,0.306,1.013
e9,2DE,2DFE(F2)-01-02-02,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,1,nr,29.9,0.357,0.061,0.225,0.324,0.967
e10,2DE,2DFE(F2)-01-02-03,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,0,R,32.1,0.541,0.084,0.256,0.439,1.32
e11,2DE,2DFE(F2)-01-02-04,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,1,nr,29.8,0.319,0.061,0.206,0.301,0.887
e12,2DE,2DFE(F2)-01-02-05,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,1,nr,31.4,0.409,0.06,0.257,0.34,1.066
e13,2DE,2DFE(F2)-01-02-06,2DFE-05-01-02,2DFE-05-03-06,0,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,0,R,27.1,0.347,0.068,0.251,0.347,1.013
e14,2DE,2DFE(F2)-01-02-07,2DFE-05-01-02,2DFE-05-03-06,1,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,1,nr,38.8,0.399,0.061,0.289,0.285,1.034
e15,2DE,2DFE(F2)-01-02-08,2DFE-05-01-02,2DFE-05-03-06,1,27-Mar-06,10-Apr-06,17-Apr-06,08-May-06,29-May-06,30-May-06,64,8,1,23.5,0,R,40.8,.,.,.,.,.
e16,2DE,2DFE(F2)-01-03-01,2DFE-05-03-01,2DFE-05-03-06,0,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,1,nr,27.7,0.384,0.056,0.213,0.328,0.981
e17,2DE,2DFE(F2)-01-03-02,2DFE-05-03-01,2DFE-05-03-06,0,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,0,r,26.5,0.353,0.06,0.185,0.333,0.931
e18,2DE,2DFE(F2)-01-03-03,2DFE-05-03-01,2DFE-05-03-06,0,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,1,nr,28.8,0.352,0.051,0.185,0.341,0.929
e19,2DE,2DFE(F2)-01-03-04,2DFE-05-03-01,2DFE-05-03-06,0,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,0,R,27.6,0.467,0.066,0.234,0.394,1.161
e20,2DE,2DFE(F2)-01-03-05,2DFE-05-03-01,2DFE-05-03-06,0,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,0,R,27.5,0.494,0.088,0.299,0.411,1.292
e21,2DE,2DFE(F2)-01-03-06,2DFE-05-03-01,2DFE-05-03-06,1,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,0,R,34.8,0.376,0.064,0.223,0.286,0.949
e22,2DE,2DFE(F2)-01-03-07,2DFE-05-03-01,2DFE-05-03-06,1,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,1,nr,42.7,0.418,0.079,0.258,0.337,1.092
e23,2DE,2DFE(F2)-01-03-08,2DFE-05-03-01,2DFE-05-03-06,1,29-Mar-06,12-Apr-06,19-Apr-06,10-May-06,31-May-06,30-May-06,62,8,1,25.9,0,R,41,.,.,.,.,.
e24,2DE,2DFE(F2)-01-04-01,2DFE-05-02-01,2DFE-05-03-06,0,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,28.6,0.404,0.058,0.229,0.4,1.091
e25,2DE,2DFE(F2)-01-04-02,2DFE-05-02-01,2DFE-05-03-06,0,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,27,0.391,0.07,0.227,0.388,1.076
e26,2DE,2DFE(F2)-01-04-03,2DFE-05-02-01,2DFE-05-03-06,0,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,27.8,0.346,0.04,0.17,0.322,0.878
e27,2DE,2DFE(F2)-01-04-04,2DFE-05-02-01,2DFE-05-03-06,0,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,0,R,28.9,0.459,0.076,0.239,0.419,1.193
e28,2DE,2DFE(F2)-01-04-05,2DFE-05-02-01,2DFE-05-03-06,1,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,39.8,0.458,0.097,0.313,0.409,1.277
e29,2DE,2DFE(F2)-01-04-06,2DFE-05-02-01,2DFE-05-03-06,1,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,0,R,37.2,0.43,0.08,0.242,0.398,1.15
e30,2DE,2DFE(F2)-01-04-07,2DFE-05-02-01,2DFE-05-03-06,1,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,0,R,41.4,0.41,0.078,0.286,0.372,1.146
e31,2DE,2DFE(F2)-01-04-08,2DFE-05-02-01,2DFE-05-03-06,1,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,33.1,0.47,0.096,0.26,0.355,1.181
e32,2DE,2DFE(F2)-01-04-09,2DFE-05-02-01,2DFE-05-03-06,1,29-Apr-06,13-May-06,20-May-06,10-Jun-06,29-Jun,29-Jun-06,61,9,2,30.8,1,nr,35.3,0.376,0.085,0.26,0.394,1.115
e33,2DE,2DFE(F2)-01-05-01,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,R,27.4,0.319,0.06,0.197,0.358,0.934
e34,2DE,2DFE(F2)-01-05-02,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,1,nr,27.9,0.329,0.054,0.231,0.347,0.961
e35,2DE,2DFE(F2)-01-05-03,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,1,R,28,0.354,0.07,0.231,0.323,0.978
e36,2DE,2DFE(F2)-01-05-04,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,R,28.3,0.365,0.056,0.205,0.341,0.967
e37,2DE,2DFE(F2)-01-05-05,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,1,nr,27.5,0.334,0.06,0.289,0.313,0.996
e38,2DE,2DFE(F2)-01-05-10,2DFE-05-01-02,2DFE-05-03-06,0,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,nr,27.3,0.335,0.05,0.256,0.343,0.984
e39,2DE,2DFE(F2)-01-05-06,2DFE-05-01-02,2DFE-05-03-06,1,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,r,38.6,0.38,0.072,0.255,0.299,1.006
e40,2DE,2DFE(F2)-01-05-08,2DFE-05-01-02,2DFE-05-03-06,1,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,nr,38.1,.,.,.,.,.
e41,2DE,2DFE(F2)-01-05-09,2DFE-05-01-02,2DFE-05-03-06,1,11-May-06,25-May-06,01-Jun-06,22-Jun-06,13-Jul-06,13-Jul-06,63,10,2,35.6,0,R,37.6,0.39,0.082,0.295,0.371,1.138
e42,2DE,2DFE(F2)-01-06-01,2DFE-05-01-01,2DFE-05-03-06,0,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,nr,25.3,0.251,0.032,0.208,0.271,0.762
e43,2DE,2DFE(F2)-01-06-02,2DFE-05-01-01,2DFE-05-03-06,0,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,nr,27.6,0.381,0.036,0.219,0.434,1.07
e44,2DE,2DFE(F2)-01-06-03,2DFE-05-01-01,2DFE-05-03-06,0,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,nr,25.6,.,.,.,.,.
e45,2DE,2DFE(F2)-01-06-04,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,R,38.9,0.359,0.079,0.262,0.315,1.015
e46,2DE,2DFE(F2)-01-06-05,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,R,38.4,0.426,0.08,0.269,0.352,1.127
e47,2DE,2DFE(F2)-01-06-06,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,nr,38,0.421,0.1,0.291,0.389,1.201
e48,2DE,2DFE(F2)-01-06-07,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,nr,42.1,0.366,0.055,0.234,0.331,0.986
e49,2DE,2DFE(F2)-01-06-08,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,R,37.8,0.571,0.091,0.264,0.376,1.302
e50,2DE,2DFE(F2)-01-06-09,2DFE-05-01-01,2DFE-05-03-06,1,16-May-06,30-May-06,06-Jun-06,27-Jun-06,18-Jul-06,17-Jul-06,62,9,2,38.4,1,R,37.2,0.33,0.071,0.28,0.33,1.011
e51,2DE,2DFE(F2)-01-07-01,2DFE-05-02-01,2DFE-05-03-06,0,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,R,28.2,0.404,0.083,0.229,0.391,1.107
e52,2DE,2DFE(F2)-01-07-02,2DFE-05-02-01,2DFE-05-03-06,0,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,nr,29.7,0.306,0.057,0.198,0.299,0.86
e53,2DE,2DFE(F2)-01-07-03,2DFE-05-02-01,2DFE-05-03-06,0,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,R,28.3,0.411,0.067,0.202,0.366,1.046
e54,2DE,2DFE(F2)-01-07-04,2DFE-05-02-01,2DFE-05-03-06,0,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,R,28.4,0.462,0.072,0.282,0.442,1.258
e55,2DE,2DFE(F2)-01-07-05,2DFE-05-02-01,2DFE-05-03-06,0,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,R,27.3,0.296,0.064,0.195,0.325,0.88
e56,2DE,2DFE(F2)-01-07-06,2DFE-05-02-01,2DFE-05-03-06,1,09-Jun-06,23-Jun-06,30-Jun-06,21-Jul-06,10-Aug-06,10-Aug-06,62,6,3,.,1,R,40.7,.,.,.,.,.
e57,2DE,2DFE(F2)-01-08-01,2DFE-05-05-02,2DFE-05-03-06,0,23-Jun-06,07-Jul-06,14-Jul-06,04-Aug-06,24-Aug-06,24-Aug-06,62,4,1,.,1,nr,26.4,0.247,0.047,0.248,0.29,0.832
e58,2DE,2DFE(F2)-01-08-02,2DFE-05-05-02,2DFE-05-03-06,0,23-Jun-06,07-Jul-06,14-Jul-06,04-Aug-06,25-Aug-06,24-Aug-06,62,4,1,.,1,nr,26.4,0.346,0.069,0.229,0.414,1.058
e59,2DE,2DFE(F2)-01-08-03,2DFE-05-05-02,2DFE-05-03-06,1,23-Jun-06,07-Jul-06,14-Jul-06,04-Aug-06,25-Aug-06,24-Aug-06,62,4,1,.,1,R,35.6,0.418,0.105,0.283,0.363,1.169
e60,2DE,2DFE(F2)-01-08-04,2DFE-05-05-02,2DFE-05-03-06,1,23-Jun-06,07-Jul-06,14-Jul-06,04-Aug-06,25-Aug-06,24-Aug-06,62,4,1,.,1,nr,37.7,0.422,0.064,0.199,0.348,1.033
e61,2DE,2DFE(F2)-01-09-01,.,.,0,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,26.6,0.324,0.042,0.189,0.328,0.883
e62,2DE,2DFE(F2)-01-09-02,.,.,0,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,nr,22.9,0.352,0.061,0.143,0.369,0.925
e63,2DE,2DFE(F2)-01-09-03,.,.,0,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,nr,26.5,0.419,0.064,0.205,0.338,1.026
e64,2DE,2DFE(F2)-01-09-04,.,.,0,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,nr,28.5,0.384,0.061,0.234,0.409,1.088
e65,2DE,2DFE(F2)-01-09-05,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,39.8,0.428,0.072,0.259,0.348,1.107
e66,2DE,2DFE(F2)-01-09-06,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,nr,35,0.339,0.07,0.241,0.298,0.948
e67,2DE,2DFE(F2)-01-09-07,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,38.4,0.347,0.078,0.232,0.309,0.966
e68,2DE,2DFE(F2)-01-09-08,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,34,0.377,0.074,0.25,0.31,1.011
e69,2DE,2DFE(F2)-01-09-09,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,40.5,0.372,0.065,0.293,0.267,0.997
e70,2DE,2DFE(F2)-01-09-10,.,.,1,28-Jun-06,12-Jul-06,19-Jul-06,09-Aug-06,30-Aug-06,29-Aug-06,62,10,1,.,0,R,35.8,0.357,0.068,0.231,0.279,0.935
e71,2DE,2DFE(F2)-01-10-01,2DFE-05-01-01,2DFE-05-03-06,0,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,26.5,0.271,0.042,0.21,0.31,0.833
e72,2DE,2DFE(F2)-01-10-02,2DFE-05-01-01,2DFE-05-03-06,0,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,24.8,0.209,0.038,0.169,0.267,0.683
e73,2DE,2DFE(F2)-01-10-03,2DFE-05-01-01,2DFE-05-03-06,0,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,25.8,0.257,0.04,0.18,0.298,0.775
e74,2DE,2DFE(F2)-01-10-04,2DFE-05-01-01,2DFE-05-03-06,0,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,0,nr,24.9,0.369,0.065,0.191,0.323,0.948
e75,2DE,2DFE(F2)-01-10-05,2DFE-05-01-01,2DFE-05-03-06,0,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,24,.,0.057,0.24,.,.
e76,2DE,2DFE(F2)-01-10-06,2DFE-05-01-01,2DFE-05-03-06,1,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,35.4,0.396,0.074,0.248,0.343,1.061
e77,2DE,2DFE(F2)-01-10-07,2DFE-05-01-01,2DFE-05-03-06,1,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,39.2,0.297,0.039,0.245,0.212,0.793
e78,2DE,2DFE(F2)-01-10-08,2DFE-05-01-01,2DFE-05-03-06,1,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,0,R,33.6,0.421,0.085,0.218,0.393,1.117
e79,2DE,2DFE(F2)-01-10-09,2DFE-05-01-01,2DFE-05-03-06,1,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,1,nr,39.8,0.262,0.027,0.191,0.277,0.757
e80,2DE,2DFE(F2)-01-10-10,2DFE-05-01-01,2DFE-05-03-06,1,29-Jun-06,13-Jul-06,20-Jul-06,10-Aug-06,31-Aug-06,31-Aug-06,63,10,3,44.7,0,R,35.5,0.348,0.066,0.208,0.329,0.951
e81,2DE,2DFE(F2)-01-11-01,2DFE-06-02-01,2DFE-05-03-06,0,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,nr,25.7,0.235,0.105,0.426,0.384,1.15
e82,2DE,2DFE(F2)-01-11-02,2DFE-06-02-01,2DFE-05-03-06,0,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,nr,26,0.414,0.076,0.231,0.365,1.086
e83,2DE,2DFE(F2)-01-11-03,2DFE-06-02-01,2DFE-05-03-06,0,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,nr,25.7,0.336,0.071,0.259,0.338,1.004
e84,2DE,2DFE(F2)-01-11-04,2DFE-06-02-01,2DFE-05-03-06,0,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,R,27.4,0.522,0.064,0.249,0.393,1.228
e85,2DE,2DFE(F2)-01-11-05,2DFE-06-02-01,2DFE-05-03-06,0,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,nr,27.3,0.403,0.054,0.19,0.36,1.007
e86,2DE,2DFE(F2)-01-11-06,2DFE-06-02-01,2DFE-05-03-06,1,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,R,38.5,0.449,0.104,0.258,0.404,1.215
e87,2DE,2DFE(F2)-01-11-07,2DFE-06-02-01,2DFE-05-03-06,1,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,1,nr,38.5,0.398,0.055,0.264,0.276,0.993
e88,2DE,2DFE(F2)-01-11-08,2DFE-06-02-01,2DFE-05-03-06,1,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,0,R,37.4,0.5,0.1,0.277,0.406,1.283
e89,2DE,2DFE(F2)-01-11-09,2DFE-06-02-01,2DFE-05-03-06,1,09-Jul-06,23-Jul-06,30-Jul-06,20-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,1,nr,35.8,0.401,0.068,0.223,0.313,1.005
e90,2DE,2DFE(F2)-01-11-10,2DFE-06-02-01,2DFE-05-03-06,1,09-Jul-06,23-Jul-06,30-Jul-06,19-Aug-06,10-Sep-06,12-Sep-06,65,10,1,49.7,1,nr,37.7,0.608,0.163,0.294,0.478,1.543
e91,2DE,2DFE(F2)-01-12-01,2DFE-06-05-01,2DFE-05-03-06,0,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,1,nr,23.6,0.405,0.071,0.226,0.426,1.128
e92,2DE,2DFE(F2)-01-12-02,2DFE-06-05-01,2DFE-05-03-06,0,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,0,nr,28.5,0.207,0.032,0.168,0.27,0.677
e93,2DE,2DFE(F2)-01-12-03,2DFE-06-05-01,2DFE-05-03-06,0,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,0,cch,25.5,0.247,0.041,0.186,0.325,0.799
e94,2DE,2DFE(F2)-01-12-04,2DFE-06-05-01,2DFE-05-03-06,0,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,1,nr,24.7,0.366,0.058,0.212,0.345,0.981
e95,2DE,2DFE(F2)-01-12-05,2DFE-06-05-01,2DFE-05-03-06,0,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,1,nr,24,0.537,0.067,0.261,0.481,1.346
e96,2DE,2DFE(F2)-01-12-06,2DFE-06-05-01,2DFE-05-03-06,1,17-Jul-06,31-Jul-06,07-Aug-06,28-Aug-06,18-Sep-06,14-Sep-06,59,6,1,.,1,nr,34.6,0.56,0.14,0.285,0.424,1.409
e97,2DE,2DFE(F2)-01-13-01,2DFE-06-03-02,2DFE-05-03-06,0,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,29.9,0.301,0.05,0.165,0.369,0.885
e98,2DE,2DFE(F2)-01-13-02,2DFE-06-03-02,2DFE-05-03-06,0,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,27.1,0.427,0.068,0.204,0.461,1.16
e99,2DE,2DFE(F2)-01-13-03,2DFE-06-03-02,2DFE-05-03-06,1,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,39.6,0.401,0.091,0.226,0.358,1.076
e100,2DE,2DFE(F2)-01-13-04,2DFE-06-03-02,2DFE-05-03-06,1,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,R,37.5,0.444,0.115,0.219,0.363,1.141
e101,2DE,2DFE(F2)-01-13-05,2DFE-06-03-02,2DFE-05-03-06,1,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,32.4,0.429,0.125,0.323,0.38,1.257
e102,2DE,2DFE(F2)-01-13-06,2DFE-06-03-02,2DFE-05-03-06,1,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,40.1,0.297,0.048,0.196,0.295,0.836
e103,2DE,2DFE(F2)-01-13-07,2DFE-06-03-02,2DFE-05-03-06,1,25-Jul-06,08-Aug-06,15-Aug-06,05-Sep-06,26-Sep-06,26-Sep-06,63,7,1,.,0,nr,34.7,0.407,0.093,0.232,0.369,1.101
e104,2DE,2DFE(F2)-01-14-01,2DFE-05-07-01,2DFE-05-03-06,0,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,26,0.61,0.057,0.571,0.379,1.617
e105,2DE,2DFE(F2)-01-14-02,2DFE-05-07-01,2DFE-05-03-06,0,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,28.4,0.366,0.057,0.216,0.347,0.986
e106,2DE,2DFE(F2)-01-14-03,2DFE-05-07-01,2DFE-05-03-06,0,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,25.1,0.118,0.058,0.379,0.353,0.908
e107,2DE,2DFE(F2)-01-14-04,2DFE-05-07-01,2DFE-05-03-06,0,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,R,25.6,0.316,0.049,0.175,0.352,0.892
e108,2DE,2DFE(F2)-01-14-05,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,35.9,0.482,0.096,0.275,0.412,1.265
e109,2DE,2DFE(F2)-01-14-06,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,41,0.375,0.078,0.26,0.341,1.054
e110,2DE,2DFE(F2)-01-14-07,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,37.5,0.379,0.075,0.231,0.371,1.056
e111,2DE,2DFE(F2)-01-14-08,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,nr,40.4,0.384,0.067,0.248,0.382,1.081
e112,2DE,2DFE(F2)-01-14-09,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,R,37.8,0.572,0.128,0.28,0.45,1.43
e113,2DE,2DFE(F2)-01-14-10,2DFE-05-07-01,2DFE-05-03-06,1,31-Jul-06,14-Aug-06,21-Aug-06,11-Sep-06,02-Oct-06,06-Oct-06,67,10,1,23.9,0,R,38.8,0.367,0.071,0.213,0.331,0.982
e114,2DE,2DFE(F2)-01-15-01,2DFE-05-03-01,2DFE-05-03-06,0,01-Aug-06,15-Aug-06,22-Aug-06,12-Sep-06,03-Oct-06,06-Oct-06,66,5,4,39.6,0,nr,30.7,0.438,0.084,0.32,0.413,1.255
e115,2DE,2DFE(F2)-01-15-02,2DFE-05-03-01,2DFE-05-03-06,0,01-Aug-06,15-Aug-06,22-Aug-06,12-Sep-06,03-Oct-06,06-Oct-06,66,5,4,39.6,0,nr,29.5,0.477,0.08,0.276,0.429,1.262
